"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","NY","RERCB"," 25903"," 24734"," 24304"," 23770"," 22016"," 21397"," 21156"," 21362"," 21414"," 21552"," 21913"," 21259"," 21861"," 19230"," 19883"," 22050"," 25972"," 29412"," 36292"," 42226"," 79196"," 90041"," 78953"," 99992"," 70965"," 73102"," 66588"," 59188"," 63166"," 64149"," 38349"," 40206"," 42192"," 55544"," 52797"," 52852"," 54929"," 84615"," 75271"," 77245"," 83132"," 55686"," 56530"," 59504"," 61068"," 51246"," 45723"," 50565"," 56596"," 20796"," 22294"," 22160"," 18668"," 25264"," 25961"," 41263"," 34295"," 33922"," 43050"," 44285"," 28350"," 30163"," 37359"," 34848"
"2023F","NY","RETCB"," 100502"," 119407"," 128633"," 123205"," 119068"," 124906"," 134028"," 137102"," 145503"," 152345"," 148081"," 146920"," 154346"," 159810"," 160434"," 156809"," 167710"," 161823"," 173677"," 184538"," 219986"," 231595"," 217430"," 248273"," 221079"," 224266"," 220133"," 205392"," 198816"," 204793"," 193907"," 188187"," 200666"," 218505"," 218065"," 214169"," 240615"," 284752"," 261254"," 251643"," 261307"," 191219"," 194413"," 196092"," 224085"," 203326"," 218253"," 222090"," 247215"," 218597"," 226403"," 240517"," 226194"," 242438"," 252145"," 266962"," 269722"," 283969"," 289292"," 291996"," 260799"," 263977"," 269884"," 272967"
"2023F","NY","RFACB"," 107256"," 95623"," 107008"," 106588"," 112554"," 101587"," 111022"," 111982"," 116234"," 106040"," 115995"," 116993"," 94032"," 107411"," 78607"," 55713"," 55148"," 47621"," 38720"," 76626"," 71321"," 73790"," 70505"," 13205"," 12497"," 5559"," 9597"," 13675"," 19233"," 3309"," 8535"," 24822"," 23188"," 20217"," 19628"," 14573"," 40496"," 32119"," 25297"," 39214"," 51086"," 20163"," 24054"," 28816"," 36611"," 35735"," 41053"," 44407"," 64984"," 73830"," 76032"," 32429"," 31357"," 39605"," 48848"," 30788"," 31216"," 23490"," 20723"," 8996"," 12067"," 18191"," 18641"," 15474"
"2023F","NY","RFACP"," 17060"," 15210"," 17020"," 16954"," 17903"," 16158"," 17659"," 17812"," 18488"," 16867"," 18450"," 18609"," 14957"," 17085"," 12503"," 8862"," 8772"," 7575"," 6159"," 12188"," 11344"," 11737"," 11214"," 2100"," 1988"," 884"," 1526"," 2175"," 3059"," 526"," 1358"," 3948"," 3688"," 3216"," 3122"," 2318"," 6441"," 5109"," 4024"," 6237"," 8126"," 3207"," 3826"," 4583"," 5823"," 5684"," 6530"," 7063"," 10336"," 11743"," 12094"," 5158"," 4988"," 6300"," 7770"," 4897"," 4965"," 3736"," 3296"," 1431"," 1919"," 2893"," 2965"," 2461"
"2023F","NY","RFCCB"," 177344"," 196352"," 198903"," 191060"," 169821"," 235853"," 257123"," 292369"," 283388"," 275523"," 272343"," 249966"," 241130"," 243706"," 211817"," 179069"," 212422"," 220684"," 200643"," 140424"," 159884"," 86526"," 118046"," 78224"," 106793"," 104846"," 125459"," 119372"," 114135"," 98965"," 109393"," 106890"," 99165"," 108782"," 100953"," 85222"," 80417"," 63528"," 42534"," 46771"," 59280"," 45223"," 54559"," 67798"," 71929"," 63283"," 49923"," 54842"," 48318"," 53884"," 49262"," 44569"," 26636"," 19734"," 5321"," 1961"," 1960"," 1791"," 984"," 735"," 563"," 1185"," 1214"," 1008"
"2023F","NY","RFCCP"," 28208"," 31231"," 31637"," 30390"," 27011"," 37514"," 40898"," 46504"," 45075"," 43824"," 43318"," 39759"," 38354"," 38763"," 33691"," 28482"," 33788"," 35102"," 31914"," 22336"," 25431"," 13763"," 18776"," 12442"," 16986"," 16677"," 19955"," 18987"," 18154"," 15741"," 17400"," 17002"," 15773"," 17303"," 16057"," 13555"," 12791"," 10105"," 6765"," 7439"," 9429"," 7193"," 8678"," 10784"," 11441"," 10066"," 7941"," 8723"," 7685"," 8571"," 7835"," 7089"," 4237"," 3139"," 846"," 312"," 312"," 285"," 156"," 117"," 90"," 188"," 193"," 160"
"2023F","NY","RFEIB"," 61933"," 80055"," 95914"," 103907"," 107028"," 134602"," 176290"," 186456"," 209219"," 260785"," 357022"," 433893"," 490494"," 519716"," 501393"," 530235"," 519172"," 536324"," 548140"," 427000"," 401726"," 391419"," 349126"," 360628"," 303989"," 271725"," 327576"," 321239"," 395076"," 406898"," 338242"," 279345"," 180978"," 147390"," 111818"," 77101"," 93929"," 80556"," 145072"," 126075"," 143273"," 158094"," 108414"," 186263"," 205725"," 220446"," 61326"," 73731"," 31024"," 20502"," 11256"," 6448"," 2887"," 5547"," 14008"," 12211"," 3925"," 4034"," 10158"," 2269"," 1335"," 5314"," 10273"," 2782"
"2023F","NY","RFEIP"," 9851"," 12733"," 15256"," 16527"," 17024"," 21410"," 28040"," 29657"," 33278"," 41480"," 56787"," 69014"," 78017"," 82665"," 79751"," 84338"," 82579"," 85307"," 87186"," 67918"," 63898"," 62258"," 55531"," 57361"," 48352"," 43220"," 52104"," 51096"," 62840"," 64720"," 53800"," 44432"," 28786"," 23444"," 17786"," 12264"," 14940"," 12813"," 23075"," 20053"," 22789"," 25146"," 17244"," 29627"," 32722"," 35064"," 9754"," 11728"," 4935"," 3261"," 1790"," 1026"," 459"," 882"," 2228"," 1942"," 624"," 642"," 1616"," 361"," 212"," 845"," 1634"," 443"
"2023F","NY","RFICB"," 141104"," 156272"," 157077"," 151985"," 135341"," 183665"," 200236"," 227772"," 222327"," 215095"," 211848"," 194738"," 189286"," 192331"," 168683"," 144847"," 172898"," 179415"," 160077"," 159719"," 93144"," 50216"," 64028"," 26178"," 35739"," 34913"," 37931"," 32893"," 30923"," 27210"," 29451"," 14895"," 19240"," 24265"," 19865"," 12509"," 15441"," 12353"," 11744"," 10204"," 12607"," 9706"," 8564"," 9957"," 9322"," 8404"," 8181"," 9186"," 7842"," 3048"," 3234"," 7821"," 3635"," 4472"," 3469"," 2709"," 2871"," 3389"," 2550"," 2264"," 1221"," 2793"," 2862"," 2376"
"2023F","NY","RFICP"," 22444"," 24856"," 24984"," 24174"," 21527"," 29213"," 31849"," 36229"," 35363"," 34213"," 33696"," 30975"," 30108"," 30592"," 26830"," 23039"," 27501"," 28537"," 25462"," 25405"," 14815"," 7987"," 10184"," 4164"," 5685"," 5553"," 6033"," 5232"," 4919"," 4328"," 4684"," 2369"," 3060"," 3860"," 3160"," 1990"," 2456"," 1965"," 1868"," 1623"," 2005"," 1544"," 1362"," 1584"," 1483"," 1337"," 1301"," 1461"," 1247"," 485"," 514"," 1244"," 578"," 711"," 552"," 431"," 457"," 539"," 406"," 360"," 194"," 444"," 455"," 378"
"2023F","NY","RFTCB"," 487636"," 528302"," 558902"," 553540"," 524744"," 655706"," 744671"," 818580"," 831168"," 857443"," 957208"," 995591"," 1014943"," 1063164"," 960501"," 909864"," 959640"," 984044"," 947579"," 803769"," 726075"," 601952"," 601705"," 478235"," 459017"," 417042"," 500563"," 487179"," 559368"," 536382"," 485622"," 425952"," 322572"," 300654"," 252265"," 189404"," 230283"," 188557"," 224647"," 222264"," 266247"," 233186"," 195590"," 292834"," 323587"," 327868"," 160483"," 182167"," 152169"," 151263"," 139783"," 91266"," 64515"," 69358"," 71646"," 47669"," 39972"," 32705"," 34415"," 14263"," 15186"," 27484"," 32990"," 21640"
"2023F","NY","RFTCP"," 77563"," 84031"," 88898"," 88045"," 83465"," 104296"," 118446"," 130202"," 132204"," 136383"," 152252"," 158357"," 161435"," 169105"," 152776"," 144721"," 152639"," 156520"," 150720"," 127846"," 115488"," 95745"," 95706"," 76067"," 73011"," 66334"," 79619"," 77490"," 88972"," 85316"," 77242"," 67751"," 51308"," 47822"," 40125"," 30126"," 36628"," 29992"," 35732"," 35353"," 42349"," 37090"," 31110"," 46578"," 51469"," 52150"," 25526"," 28975"," 24204"," 24060"," 22234"," 14517"," 10262"," 11032"," 11396"," 7582"," 6358"," 5202"," 5474"," 2269"," 2416"," 4371"," 5247"," 3442"
"2023F","NY","RFTXB"," 425704"," 448247"," 462988"," 449633"," 417716"," 521104"," 568381"," 632123"," 621949"," 596658"," 600185"," 561698"," 524448"," 543448"," 459108"," 379628"," 440468"," 447720"," 399439"," 376768"," 324349"," 210533"," 252579"," 117607"," 155029"," 145318"," 172987"," 165940"," 164292"," 129484"," 147380"," 146607"," 141593"," 153264"," 140446"," 112303"," 136354"," 108001"," 79575"," 96189"," 122974"," 75092"," 87176"," 106571"," 117861"," 107422"," 99157"," 108436"," 121145"," 130761"," 128528"," 84818"," 61628"," 63811"," 57638"," 35458"," 36047"," 28671"," 24257"," 11994"," 13851"," 22169"," 22717"," 18858"
"2023F","NY","RFTXP"," 67712"," 71297"," 73642"," 71518"," 66441"," 82886"," 90406"," 100544"," 98926"," 94903"," 95465"," 89343"," 83418"," 86440"," 73025"," 60383"," 70060"," 71214"," 63534"," 59928"," 51590"," 33487"," 40175"," 18706"," 24659"," 23114"," 27515"," 26394"," 26132"," 20596"," 23442"," 23319"," 22522"," 24378"," 22339"," 17863"," 21688"," 17178"," 12657"," 15300"," 19560"," 11944"," 13866"," 16951"," 18747"," 17086"," 15772"," 17248"," 19269"," 20799"," 20443"," 13491"," 9802"," 10150"," 9168"," 5640"," 5734"," 4560"," 3858"," 1908"," 2203"," 3526"," 3613"," 2999"
"2023F","NY","SFCCB",,,,,,,,,,,,,,,,,,,,," 728"," 1062"," 513"," 381"," 399"," 403"," 168"," 93"," 179"," 298"," 89"," 157"," 267"," 377"," 317"," 284"," 275"," 221"," 197"," 134"," 262"," 299"," 0"," 6"," 3"," 4"," 1"," 3"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 271"," 368"
"2023F","NY","SFEIB",,,,,,,,,,,,,,,,,,,,," 567"," 841"," 479"," 322"," 400"," 424"," 135"," 96"," 142"," 278"," 106"," 180"," 312"," 411"," 410"," 525"," 346"," 283"," 221"," 161"," 264"," 303"," 0"," 4"," 2"," 4"," 2"," 5"," 2"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 424"," 587"
"2023F","NY","SFINB",,,,,,,,,,,,,,,,,,,,," 511"," 775"," 343"," 229"," 251"," 243"," 87"," 53"," 87"," 147"," 46"," 93"," 181"," 242"," 228"," 262"," 233"," 141"," 101"," 38"," 69"," 73"," 0"," 1"," 1"," 1"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 79"," 105"
"2023F","NY","SFRCB",,,,,,,,,,,,,,,,,,,,," 1501"," 2139"," 1068"," 759"," 790"," 779"," 338"," 186"," 341"," 553"," 155"," 266"," 465"," 656"," 547"," 461"," 438"," 258"," 200"," 138"," 287"," 324"," 0"," 7"," 3"," 6"," 1"," 5"," 2"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 401"," 516"
"2023F","NY","SFTCB",,,,,,,,,,,,,,,,,,,,," 3307"," 4816"," 2404"," 1690"," 1840"," 1849"," 728"," 428"," 749"," 1275"," 396"," 697"," 1225"," 1685"," 1501"," 1531"," 1292"," 904"," 719"," 471"," 882"," 998"," 1"," 18"," 8"," 15"," 4"," 13"," 7"," 6"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1175"," 1578"
"2023F","NY","SGICB"," 7301"," 7058"," 7254"," 6970"," 7208"," 5387"," 5659"," 5678"," 6134"," 7045"," 7148"," 7225"," 7824"," 7965"," 7676"," 7572"," 7312"," 7313"," 9386"," 9638"," 9246"," 7269"," 3268"," 3242"," 0"," 0"," 0"," 3921"," 4104"," 4145"," 4122"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","SGICP"," 1217"," 1176"," 1209"," 1162"," 1201"," 898"," 943"," 946"," 1022"," 1174"," 1191"," 1204"," 1304"," 1328"," 1279"," 1262"," 1219"," 1219"," 1564"," 1606"," 1541"," 1211"," 545"," 540"," 0"," 0"," 0"," 654"," 684"," 691"," 687"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","SHCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","NY","SNICB"," 0"," 0"," 0"," 0"," 7739"," 8378"," 8708"," 7253"," 7772"," 8518"," 9033"," 8813"," 9436"," 9544"," 9469"," 8141"," 7247"," 7557"," 9087"," 9202"," 8848"," 4298"," 4002"," 4702"," 6285"," 4833"," 3937"," 4389"," 3457"," 3253"," 3246"," 1785"," 2121"," 2121"," 1644"," 1436"," 887"," 860"," 1276"," 1730"," 1158"," 1692"," 2207"," 1735"," 1100"," 1348"," 1400"," 1560"," 1697"," 923"," 522"," 452"," 294"," 2607"," 2766"," 2588"," 2439"," 2375"," 2179"," 2263"," 2048"," 1922"," 2167"," 2169"
"2023F","NY","SNICP"," 0"," 0"," 0"," 0"," 1475"," 1596"," 1659"," 1382"," 1481"," 1623"," 1721"," 1679"," 1798"," 1819"," 1804"," 1551"," 1381"," 1440"," 1732"," 1753"," 1686"," 819"," 763"," 896"," 1198"," 921"," 750"," 836"," 659"," 620"," 619"," 340"," 404"," 404"," 313"," 274"," 169"," 164"," 243"," 330"," 221"," 322"," 421"," 331"," 210"," 257"," 267"," 297"," 323"," 176"," 99"," 86"," 56"," 497"," 527"," 493"," 465"," 452"," 415"," 431"," 390"," 366"," 413"," 413"
"2023F","NY","SOCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 3"," 3"," 4"," 4"," 5"," 6"," 7"," 11"," 21"," 22"," 29"," 42"," 82"," 148"," 310"," 434"," 625"," 893"," 1082"," 1498"," 2100"," 2751"," 3919"," 4999"," 6586"," 7433"
"2023F","NY","SOCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 3"," 6"," 7"," 8"," 12"," 24"," 43"," 91"," 127"," 183"," 262"," 317"," 439"," 616"," 806"," 1148"," 1465"," 1930"," 2178"
"2023F","NY","SOEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 22"," 180"," 229"," 241"," 334"," 466"," 608"," 1002"," 1730"," 2805"," 3898"," 6022"," 7567"
"2023F","NY","SOEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 53"," 67"," 71"," 98"," 137"," 178"," 294"," 507"," 822"," 1143"," 1765"," 2218"
"2023F","NY","SOGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 32"," 32"," 46"," 52"," 81"," 110"," 163"," 265"," 483"," 670"," 924"," 1377"," 1720"
"2023F","NY","SOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 0"," 0"," 0"," 1"," 2"," 3"," 8"," 12"," 18"," 34"," 44"," 48"," 57"," 80"," 83"," 81"," 94"," 93"
"2023F","NY","SOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 3"," 5"," 10"," 13"," 14"," 17"," 23"," 24"," 24"," 28"," 27"
"2023F","NY","SOR7P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 3"," 3"," 4"," 4"," 7"," 7"," 9"," 16"," 21"," 32"," 42"," 56"," 77"," 162"," 319"," 547"," 733"," 868"," 1039"," 1136"," 1230"," 1534"," 1781"
"2023F","NY","SORCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 251"," 267"," 282"," 303"," 325"," 384"," 436"," 497"," 519"," 531"," 533"," 524"," 520"," 528"," 537"," 622"," 761"," 916"," 1028"," 1150"," 1205"," 1270"," 1337"," 1420"," 1525"," 1847"," 2397"," 3187"," 3849"," 4313"," 4896"," 5230"," 5563"," 6579"," 7428"
"2023F","NY","SOTCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 252"," 268"," 283"," 305"," 326"," 386"," 438"," 499"," 522"," 535"," 537"," 528"," 525"," 535"," 544"," 631"," 775"," 937"," 1050"," 1179"," 1248"," 1354"," 1511"," 1917"," 2199"," 2730"," 3659"," 4778"," 6003"," 7472"," 9456"," 12036"," 14542"," 19281"," 22521"
"2023F","NY","SOTGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 3"," 3"," 3"," 4"," 5"," 6"," 7"," 11"," 13"," 16"," 25"," 34"," 56"," 92"," 201"," 275"," 421"," 689"," 1013"," 1364"," 1794"," 2376"," 3130"," 3861"," 5256"," 6205"
"2023F","NY","SOTXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 252"," 268"," 283"," 305"," 326"," 386"," 438"," 499"," 522"," 535"," 537"," 528"," 525"," 535"," 544"," 631"," 775"," 937"," 1050"," 1179"," 1248"," 1354"," 1489"," 1737"," 1970"," 2489"," 3324"," 4313"," 5395"," 6471"," 7726"," 9232"," 10643"," 13259"," 14954"
"2023F","NY","SPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 12.8"," 19.1"," 17.4"," 17.6"," 17.6"," 16.7"," 16.4"," 15.9"," 16.5"," 16.4"," 17"," 16.5"," 16.4"
"2023F","NY","TEACB"," 798991"," 817690"," 814306"," 834563"," 856273"," 881479"," 927999"," 979823"," 1014732"," 1072914"," 1096026"," 1133043"," 1130470"," 1182571"," 1066921"," 1047313"," 1106424"," 1093209"," 1100762"," 1087004"," 1025285"," 959685"," 860423"," 786603"," 722037"," 843105"," 859382"," 907929"," 867379"," 873244"," 924917"," 899701"," 877100"," 891037"," 879781"," 907434"," 948753"," 947881"," 955660"," 963720"," 967958"," 965181"," 986922"," 1055750"," 1099622"," 1064648"," 1086815"," 1084612"," 1082585"," 1059090"," 1208106"," 1136093"," 1108892"," 1121923"," 1184466"," 1159637"," 1203629"," 1213119"," 1223599"," 1194017"," 906738"," 1043241"," 1127019"," 1163033"
"2023F","NY","TEAPB"," 47.5"," 47.9"," 47.1"," 47.8"," 48.7"," 49.7"," 52"," 54.6"," 56.2"," 59.3"," 60"," 61.7"," 61.6"," 65.1"," 59.1"," 58.2"," 61.7"," 61.4"," 62.3"," 61.8"," 58.4"," 54.6"," 48.9"," 44.5"," 40.7"," 47.4"," 48.2"," 50.8"," 48.3"," 48.6"," 51.3"," 49.6"," 48.1"," 48.5"," 47.7"," 49"," 51"," 50.8"," 51"," 51"," 50.9"," 50.6"," 51.6"," 55.1"," 57.4"," 55.6"," 56.9"," 56.7"," 56.3"," 54.9"," 62.3"," 58.3"," 56.7"," 57.2"," 60.3"," 59"," 61.3"," 61.9"," 62.6"," 61.3"," 45.1"," 52.6"," 57.2"," 58.9"
"2023F","NY","TECCB"," 540323"," 526401"," 545294"," 615386"," 606034"," 699719"," 767525"," 822987"," 840352"," 857440"," 893663"," 890676"," 908852"," 932069"," 862653"," 831046"," 899389"," 907949"," 908618"," 813084"," 858375"," 799575"," 834370"," 791364"," 875414"," 884412"," 942291"," 946020"," 996436"," 1016106"," 988888"," 980317"," 997367"," 1005695"," 996166"," 1032043"," 1050420"," 1127938"," 1131576"," 1230907"," 1256937"," 1233544"," 1250636"," 1280691"," 1338500"," 1235490"," 1144291"," 1138328"," 1140061"," 1094737"," 1115120"," 1076997"," 1006951"," 1040145"," 1038907"," 1046720"," 1019447"," 1005105"," 1043560"," 1012879"," 911195"," 937599"," 970337"," 967725"
"2023F","NY","TECPB"," 32.1"," 30.9"," 31.5"," 35.2"," 34.5"," 39.5"," 43"," 45.9"," 46.6"," 47.4"," 48.9"," 48.5"," 49.6"," 51.3"," 47.8"," 46.2"," 50.1"," 51"," 51.4"," 46.2"," 48.9"," 45.5"," 47.4"," 44.7"," 49.3"," 49.7"," 52.8"," 52.9"," 55.5"," 56.5"," 54.9"," 54.1"," 54.7"," 54.7"," 54"," 55.7"," 56.5"," 60.5"," 60.3"," 65.2"," 66.1"," 64.6"," 65.3"," 66.8"," 69.8"," 64.6"," 59.9"," 59.5"," 59.3"," 56.7"," 57.5"," 55.2"," 51.4"," 53"," 52.9"," 53.2"," 51.9"," 51.3"," 53.4"," 52"," 45.3"," 47.2"," 49.2"," 49"
"2023F","NY","TEEIB"," 503436"," 509245"," 531916"," 568668"," 615450"," 656264"," 691007"," 733601"," 772824"," 821124"," 892748"," 934207"," 957912"," 978760"," 951400"," 968190"," 978763"," 1040207"," 1052044"," 998523"," 1017576"," 1017008"," 973117"," 1008609"," 1059571"," 1057849"," 1020903"," 1094399"," 1173812"," 1241155"," 1218182"," 1214453"," 1119364"," 1080449"," 1142494"," 1187938"," 1193951"," 1219523"," 1269666"," 1343050"," 1277456"," 1333793"," 1291222"," 1260702"," 1266088"," 1349262"," 1278867"," 1322066"," 1262508"," 1155154"," 1183829"," 1170178"," 1172165"," 1181162"," 1170704"," 1182698"," 1140473"," 1055766"," 1097132"," 1065721"," 1035933"," 982533"," 958771"," 930186"
"2023F","NY","TEICB"," 866299"," 917731"," 990852"," 957098"," 1010412"," 1113275"," 1166011"," 1124290"," 1131173"," 1160217"," 1159439"," 1056686"," 1026253"," 1106697"," 1040940"," 915643"," 1030098"," 1034745"," 999439"," 1010730"," 893734"," 840611"," 767119"," 702159"," 706873"," 706614"," 644813"," 675416"," 705836"," 689736"," 668231"," 650749"," 680913"," 668848"," 660506"," 663371"," 684473"," 670330"," 648530"," 595512"," 577750"," 539572"," 510231"," 474234"," 481199"," 474865"," 408271"," 438968"," 379795"," 339506"," 342765"," 345103"," 338765"," 374484"," 372313"," 376219"," 368562"," 361833"," 367397"," 360512"," 333445"," 343455"," 330163"," 325050"
"2023F","NY","TEIPB"," 51.4"," 53.8"," 57.3"," 54.8"," 57.4"," 62.8"," 65.3"," 62.7"," 62.7"," 64.1"," 63.5"," 57.6"," 56"," 60.9"," 57.7"," 50.9"," 57.4"," 58.1"," 56.5"," 57.5"," 50.9"," 47.8"," 43.6"," 39.7"," 39.8"," 39.7"," 36.2"," 37.8"," 39.3"," 38.4"," 37.1"," 35.9"," 37.3"," 36.4"," 35.8"," 35.8"," 36.8"," 35.9"," 34.6"," 31.5"," 30.4"," 28.3"," 26.7"," 24.7"," 25.1"," 24.8"," 21.4"," 22.9"," 19.8"," 17.6"," 17.7"," 17.7"," 17.3"," 19.1"," 18.9"," 19.1"," 18.8"," 18.5"," 18.8"," 18.5"," 16.6"," 17.3"," 16.8"," 16.5"
"2023F","NY","TERCB"," 708450"," 754905"," 800332"," 814905"," 821647"," 873885"," 910867"," 921984"," 963656"," 995658"," 1041322"," 1052958"," 1089941"," 1084372"," 1035335"," 1013220"," 1081036"," 1075650"," 1084186"," 960325"," 985435"," 977959"," 953448"," 949405"," 984561"," 973488"," 1003575"," 1039041"," 1098964"," 1093732"," 986030"," 978147"," 1033195"," 1039369"," 1021470"," 1007021"," 1051887"," 1053808"," 1002771"," 1096872"," 1163405"," 1121512"," 1106582"," 1182056"," 1175085"," 1202268"," 1048335"," 1123968"," 1089292"," 1011210"," 1025101"," 999247"," 957700"," 1006774"," 1056236"," 1073188"," 987089"," 979455"," 1098561"," 1063470"," 990182"," 1020628"," 1027531"," 981187"
"2023F","NY","TERPB"," 42.1"," 44.2"," 46.3"," 46.7"," 46.7"," 49.3"," 51"," 51.4"," 53.4"," 55"," 57"," 57.4"," 59.4"," 59.7"," 57.4"," 56.3"," 60.3"," 60.4"," 61.3"," 54.6"," 56.1"," 55.7"," 54.2"," 53.7"," 55.5"," 54.7"," 56.3"," 58.1"," 61.3"," 60.8"," 54.7"," 54"," 56.6"," 56.6"," 55.3"," 54.4"," 56.6"," 56.5"," 53.5"," 58.1"," 61.2"," 58.8"," 57.8"," 61.6"," 61.3"," 62.8"," 54.9"," 58.7"," 56.7"," 52.4"," 52.8"," 51.2"," 48.9"," 51.3"," 53.7"," 54.6"," 50.3"," 50"," 56.2"," 54.6"," 49.3"," 51.4"," 52.1"," 49.7"
